timestamp;id;linear_velocity_x;linear_velocity_y;linear_acceleration_x;linear_acceleration_y;yaw_rate;force_x;force_y;torque_n;fault_label
49.435;14;-0.05161631199277758;-0.06452762210367169;0.01808677799999714;-0.06119619309902191;-5.22935878958003;140.9805;-1.0579999999999998;28.000000000000004;0
49.935;14;-0.03833920578596157;-0.05781170404531976;0.015364897437393662;-0.06283096224069595;-5.984783530383187;500.0;-0.4205;28.000000000000004;0
50.435;14;-0.038713659175236836;-0.1004618797610169;0.011534279212355614;-0.07274961471557617;-4.817433428252159;500.0;-0.1805;25.0;0
50.935;14;0.13139675074439194;-0.10873786481936673;0.03550218790769577;-0.09131702035665512;-4.041468852710169;500.0;-0.08449999999999999;25.6;0
51.435;14;0.39035610803371995;-0.05045553282566733;0.017883406952023506;-0.0950295627117157;-4.291061895726899;500.0;0.060499999999999984;27.6;0
51.935;14;0.5655846603056618;-0.006268449464869088;0.028455525636672974;-0.1078627109527588;-2.2850045157110372;500.0;0.0005;28.000000000000004;0
52.435;14;0.7049057541321302;-0.021148039116489683;0.03081721067428589;-0.1374664455652237;-1.8628399095612957;252.7605;2.3805;31.6;0
52.935;14;0.8988919167534519;0.003006531374394158;0.03861293569207192;-0.15877927839756012;-2.255206758806442;185.4405;1.4580000000000002;27.0;0
53.435;14;1.0432370417715575;0.023724794001658257;0.034832123667001724;-0.12811435759067535;-0.8990567966409349;160.17799999999997;1.6245;56.00000000000001;0
53.935;14;1.108342843019333;0.05711657674843259;0.07461659610271454;-0.16364705562591553;-0.6021025286641565;177.60799999999998;1.6245;152.8;0
54.435;14;1.1285035297396775;0.028535415974600045;0.05302184075117111;-0.1616201400756836;0.11684454594097354;229.842;2.592;178.2;0
54.935;14;1.1254094276129372;0.0341747752086967;0.05856539309024812;-0.16888472437858582;1.1605344330895029;226.46450000000004;1.6245;195.8;0
55.435;14;1.1072430865704903;0.022371030357244748;0.10832767188549043;-0.3065687119960785;2.529035317043969;231.20000000000005;1.6245;200.0;0
55.935;14;1.0466565923336035;0.011095608000847223;-0.16960257291793826;-0.2600274085998535;2.7550936988465957;240.12449999999995;2.592;200.0;0
56.435;14;1.0476101064106809;-0.034453606564106815;-0.16877469420433044;-0.29924875497817993;4.997013056616863;245.0;2.592;200.0;0
56.935;14;1.1381932418354532;-0.056759934515500286;-0.2429758906364441;-0.3247779607772827;4.912152006075057;236.672;1.6245;200.0;0
57.435;14;1.1986233927011798;-0.04796004930824184;-0.20295679569244385;-0.25172603130340576;4.6192431067448885;234.61250000000004;1.6245;200.0;0
57.935;14;1.30701122425161;-0.08169053947962543;-0.19539755582809448;-0.2604295015335083;5.450695581923882;247.1045;2.592;189.8;0
58.435;14;1.3839035832696125;-0.14164832859284382;-0.20497874915599826;-0.3435294032096863;5.943301116691602;257.762;2.3805;26.6;0
58.935;14;1.4041367824145121;-0.18096423751924176;-0.19883346557617188;-0.2336192429065705;8.582067967210719;233.24450000000004;1.4580000000000002;30.6;0
59.435;14;1.4682406690403906;-0.22601760176838565;-0.19306455552577967;-0.32175448536872864;8.032235835658357;233.24450000000004;1.4580000000000002;33.6;0
59.935;14;1.5094242718160484;-0.2534618229882937;-0.2565337717533112;-0.25501030683517456;8.396357225690451;257.762;2.3805;20.0;0
60.435;14;1.5611192317556912;-0.3082928914374641;-0.13803601264953613;-0.29976341128349304;7.4586765134889665;259.9205;2.592;-48.8;0
60.935;14;1.6381760525861826;-0.2715271769157972;-0.11159691214561462;-0.2923881709575653;5.534532614520441;259.9205;1.922;-110.6;0
61.435;14;1.628841786730945;-0.2446854370382166;-0.007029031869024038;-0.2645725309848785;3.6827863760399633;259.9205;2.592;-144.6;0
61.935;14;1.6777885138637298;-0.2307951542400385;-0.05862443521618841;-0.29497629404067993;2.0565308280345804;268.6445;3.3620000000000005;-174.0;0
62.435;14;1.7174726758180827;-0.1713718239179193;-0.006506487261503935;-0.29661378264427185;-0.3968307093532809;256.328;3.3620000000000005;-176.0;0
62.935;14;1.7130431441800862;-0.08169645735699349;-0.0909901112318039;-0.2925494313240051;-2.3357874942483816;256.328;2.592;-170.0;0
63.435;14;1.7503093823335754;-0.0010272838355162026;0.031451236456632614;-0.3116083443164825;-5.565287877125165;254.1845;2.592;30.0;0
63.935;14;1.78517005175995;0.09277137879717266;-0.07140395790338516;-0.3167254626750946;-7.264721416901085;264.992;3.7845;25.0;0
64.435;14;1.7653150287357626;0.1803864645060442;-0.011902960017323494;-0.275595486164093;-8.292202775705277;250.632;3.7845;28.000000000000004;0
64.935;14;1.7374092464252633;0.2836798184016049;-0.05773903802037239;-0.3038601875305176;-7.791948915651399;236.672;2.592;160.4;0
65.435;14;1.7273098846426107;0.3137002713045857;-0.00890633836388588;-0.3179779350757599;-6.9208860488386765;236.672;2.592;200.0;0
65.935;14;1.7200643331538952;0.3196539121906144;-0.0542842298746109;-0.29473233222961426;-4.6183124478671695;240.12449999999995;3.7845;200.0;0
66.435;14;1.7051366698140349;0.2737397400654044;-0.015174382366240025;-0.297737717628479;-1.1690095473745723;229.842;3.7845;200.0;0
66.935;14;1.7387942782562915;0.2151726768113913;-0.04761544242501259;-0.3125256299972534;1.5663831389517393;173.4605;2.592;200.0;0
67.435;14;1.7402923648166504;0.12837319402521932;-0.03056913614273072;-0.3192014992237091;2.6893908330063496;177.60799999999998;2.592;200.0;0
67.935;14;1.6832562514327796;0.06689306122149552;-0.08231036365032196;-0.2941361665725708;3.5835664091056456;217.8;3.7845;200.0;0
68.435;14;1.6024763383555054;-0.017337014051240617;-0.06385985016822815;-0.2985474765300751;5.330693562619151;231.20000000000005;2.592;200.0;0
68.935;14;1.5491122274969793;-0.0971294236080752;0.0006330980686470866;-0.3608047962188721;6.8150762078532585;245.0;2.592;200.0;0
69.435;14;1.5360801946068612;-0.16933572944653913;0.01968717947602272;-0.35870984196662903;7.317750361080765;270.848;2.592;200.0;0
69.935;14;1.4916655691542706;-0.2463868615177256;-0.012881419621407986;-0.2918631434440613;8.28703007634959;267.1805;3.7845;200.0;0
70.435;14;1.4691842800161632;-0.29808623723991123;0.05033709481358528;-0.30481481552124023;8.512706404792215;267.1805;2.592;200.0;0
70.935;14;1.4983196455255523;-0.3223765334326336;0.0617898590862751;-0.3224109411239624;8.166335017338849;289.5605;2.3805;200.0;0
71.435;14;1.5340579622565262;-0.3693293379791224;0.13873624801635742;-0.328772634267807;9.209015658368813;297.2205;3.7845;200.0;0
71.935;14;1.5532759297942909;-0.4384076247498385;0.08406925201416016;-0.2971571683883667;10.933250520890235;263.538;3.7845;200.0;0
72.435;14;1.541805303734682;-0.4927099799858247;0.10192696750164032;-0.3216816782951355;12.670883896216635;276.0245;2.3805;200.0;0
72.935;14;1.5068671916298535;-0.5561775204056911;0.15841872990131378;-0.2864062786102295;14.023256539295335;289.5605;2.2445000000000004;37.2;0
73.435;14;1.5008095471032643;-0.6261881979938314;0.06591753661632538;-0.28614768385887146;15.588294966684785;250.632;3.7845;28.6;0
73.935;14;1.4884345133831018;-0.6652879764189309;0.0418582558631897;-0.29946714639663696;14.601775760473206;288.0405;-0.0005;28.000000000000004;0
74.435;14;1.4900678344604148;-0.6929853208299824;0.03909273445606232;-0.3247429430484772;12.626567253452174;289.5605;-0.7605;36.6;0
74.935;14;1.4942886524473775;-0.6443167117823497;0.05621029436588288;-0.278035044670105;11.335745215305286;293.3780000000001;-0.968;28.000000000000004;0
75.435;14;1.48722792990593;-0.623543737467106;0.14380498230457306;-0.2149631530046463;10.104338668401187;293.3780000000001;2.2445000000000004;171.0;0
75.935;14;1.5068342457643331;-0.5906058911089701;0.0697571411728859;-0.2585434317588806;7.330045826462626;289.5605;-0.8405000000000001;200.0;0
76.435;14;1.510537895014642;-0.5916707612913731;0.07160650193691254;-0.2526720464229584;9.211791285835423;293.3780000000001;-3.1205;200.0;0
76.935;14;1.5010471869854622;-0.587280794542048;0.06657881289720535;-0.2414634525775909;9.639469373942386;289.5605;-3.7845;200.0;0
77.435;14;1.4891033778038916;-0.5868913794687821;0.06910774111747743;-0.2349026501178741;11.845343061680861;284.2580000000001;-2.592;200.0;0
77.935;14;1.4919377255409412;-0.6365849666260741;0.09526883810758592;-0.2489813417196273;13.39578762026027;268.6445;-3.7845;200.0;0
78.435;14;1.44976883396115;-0.7009154007468588;0.053065810352563865;-0.20283842086791992;14.399190662202324;274.5405;-4.5125;200.0;0
78.935;14;1.4144561072561976;-0.7137891946535763;0.058573491871356964;-0.22168685495853424;15.391668787533725;280.5005;-2.7379999999999995;200.0;0
79.435;14;1.3796494019519925;-0.7263450611872483;0.04630831256508827;-0.15574122965335846;16.04657609718793;280.5005;-2.048;28.000000000000004;0
79.935;14;1.331896047048012;-0.7660022998228819;0.062105692923069;-0.19914181530475614;17.283203029512276;267.1805;-2.048;31.6;0
80.435;14;1.3036163906948566;-0.7783591430565353;0.04350916296243668;-0.2111139297485352;15.922629149394341;270.848;-1.922;30.6;0
80.935;14;1.2946430162075508;-0.7964214433263048;0.03867251053452492;-0.1838834434747696;14.051058680953554;270.848;-1.3004999999999998;30.6;0
81.435;14;1.2932234959049316;-0.6877704354660591;0.015256977640092371;-0.1631256937980652;12.657705155730795;278.258;-0.6479999999999999;183.2;0
81.935;14;1.292979783197422;-0.6680066035215444;0.02890719845890999;-0.18625508248806;10.802401745384774;268.6445;-0.7605;187.2;0
82.435;14;1.2999618023937345;-0.6501996194302773;0.03840677440166474;-0.18664968013763428;10.695377121195207;202.8845;-1.0579999999999998;121.4;0
82.935;14;1.2978198454150465;-0.6182254970815331;0.027828119695186608;-0.1948398798704148;11.637568484781564;177.60799999999998;-0.22050000000000008;29.0;0
83.435;14;1.2806936370512545;-0.5985881515601692;0.0309334434568882;-0.15310929715633392;13.179314565166262;208.0125;0.0005;33.6;0
83.935;14;1.23699079835272;-0.6451906769662783;-0.025048956274986267;-0.16230061650276184;13.822899989963586;224.45000000000005;0.8405000000000001;-112.79999999999998;0
84.435;14;1.180256317350303;-0.6464903887009448;-0.029150201007723805;-0.13075684010982513;13.392296026275814;221.1125;0.6479999999999999;-142.6;0
84.935;14;1.1452551082691107;-0.6413655560718854;-0.024974243715405464;-0.12346253544092176;12.22463527117092;226.46450000000004;0.6479999999999999;-171.6;0
85.435;14;1.100340276132801;-0.5923880893815999;-0.06993633508682251;-0.15461169183254242;9.574838883267649;248.5125;1.2005;-176.6;3
85.935;14;1.066095966862682;-0.5769171814842691;-0.06530170142650604;-0.16501158475875854;8.241246678084867;250.632;0.4205;-173.6;3
86.435;14;1.094137482869876;-0.5499069679094898;-0.09171722084283827;-0.15644100308418274;7.1013941372794624;250.632;0.33799999999999997;-172.0;3
86.935;14;1.1355603355576638;-0.4841829859325481;-0.10167084634304048;-0.144877627491951;5.237675557590444;261.3645;0.968;-175.0;3
87.435;14;1.1863333890482328;-0.4400477850197537;-0.0908452570438385;-0.12778659164905548;4.481403989907473;259.9205;0.8405000000000001;-173.6;3
87.935;14;1.1898816089779185;-0.4469420738624184;-0.1798321008682251;-0.06845541298389435;2.075601581172084;247.1045;0.1805;-96.4;3
88.435;14;1.2175071747313897;-0.3933744433630981;-0.2671833336353302;-0.07809751480817795;1.927095694144067;248.5125;0.060499999999999984;35.2;3
88.935;14;1.2785469888300414;-0.3215121160654616;-0.2841666638851166;-0.015090030618011953;0.7717689841359138;248.5125;0.08449999999999999;174.6;3
89.435;14;1.3209033868474218;-0.28634628422835223;-0.3006589412689209;-0.06600748747587204;2.0049510019882493;247.1045;0.060499999999999984;200.0;3
89.935;14;1.3465584739548984;-0.2711712825746401;-0.24264198541641235;-0.07534804940223694;3.405792911330262;248.5125;-0.018000000000000002;200.0;3
90.435;14;1.3544749562861222;-0.2636029063622489;-0.2350538074970245;-0.052151095122098916;5.470928686494918;250.632;-0.08449999999999999;84.39999999999998;3
90.935;14;1.3943390530071835;-0.2745535535376954;-0.27559977769851685;-0.060299564152956016;7.566032147780992;215.82450000000003;0.08449999999999999;28.6;3
91.435;14;1.3974245790256297;-0.31553606169003184;-0.2734615802764893;-0.05203962326049805;8.609145648603242;174.64049999999997;0.08449999999999999;31.0;3
